"softwarepundit.com","https://www.softwarepundit.com/","200","OK"
"www.softwarepundit.com","https://www.softwarepundit.com/","200","OK"
"crm-software-application.com","https://project-management.com/top-5-crm-management-software/","200","OK"
"careersinhouston.com","https://project-management.com/houston-project-management-jobs-careers-for-project-managers/","200","OK"
"famundo.com","https://project-management.com/calendar-software/","200","OK"
"pmhut.com","https://pmhut.com/","200","OK"
"curioso.org","https://project-management.com/top-10-mac-project-management-tools/","200","OK"
"dabbledb.com","https://project-management.com/top-10-database-application-builders-for-creating-your-own-pm-tool/","200","OK"
"pm-sherpa.com","https://project-management.com/basecamp-alternatives-pros-and-cons/","200","OK"
"pm411.org","https://project-management.com/top-5-project-management-podcast-sites/","200","OK"
"app.project-management.com","https://www.knack.com/request-custom-domain?domain=not_found","200","OK"
"test.project-management.com","https://test.project-management.com/","200","OK"
"project-management-tools.net","https://project-management.com/task-management-software/","200","OK"
"projectmgt.com","https://project-management.com/top-5-project-management-training-sites/","200","OK"
"theinternationalpm.com","https://project-management.com/top-5-pm-software-with-dynamic-gantt-charts/","200","OK"
"whybasecampsux.org","https://project-management.com/basecamp-alternatives-pros-and-cons/","200","OK"
"schemequest.com","https://project-management.com/basecamp-alternatives-pros-and-cons/","200","OK"
"ravensbrain.com","https://project-management.com/top-10-main-causes-of-project-failure/","200","OK"
"skrubcrm.com","https://project-management.com/top-5-crm-management-software/","200","OK"
"tuggo.org","https://project-management.com/basecamp-alternatives-pros-and-cons/","200","OK"
"relay.cool","https://relay.cool/","200","OK"
"concourse.relay.cool","https://concourse.relay.cool/","200","OK"
"dev.relay.cool","https://dev.relay.cool/","200","OK"
"goldmine-scheduler.relay.cool","https://ta-goldmine-scheduler.auth.us-east-2.amazoncognito.com/login?client_id=202msqojclckkbaght5ukvac07&redirect_uri=https%3A%2F%2Fgoldmine-scheduler.relay.cool%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=i5dW4BMCNbQg60C9MV1KE04MaZ5072XV29ZP4YMEd8mKHIsQZZU8Qve93wVMAETzN0YBABqTj4Nr3BsA2FyWUTNpJV7m0THBdDB0ysAb%2FYMn7BSuzqkJbaPQWu78xIfG6y0hQDM4n%2F%2BYJ2wbYMzZu22NiVQIQBl5RsuKi692cIP%2Fk0Zntyz9VKUgw1vgmLCAnZ5x%2Fp92HMQ%3D","200","OK"
"dev.goldmine-scheduler.relay.cool","https://ta-goldmine-scheduler.auth.us-east-2.amazoncognito.com/login?client_id=ph9sjsbcv7o0dnfab0bliulas&redirect_uri=https%3A%2F%2Fdev.goldmine-scheduler.relay.cool%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=9p1OdsAR5vzDgkwhxSuMiZv0MnZPKdxUm%2FkT5OvOh3BJukyqvs2F2Vs0UtkEj%2FK5wuUra%2FmUP71BUSc4LA%2B%2FEVwn2DXMAsmSgyHqci%2Fjz6Y6xAkXGNzbKv4xRdaVcnqrxU8EW%2B6P%2FpIpeRRuEgxoDwj6m3%2BnGJG5oKvF7larfABQ%2FO9JNqU%2B3XZEg1LoSHYrxj8EjU%2F6Kt8%3D","200","OK"
"old.goldmine-scheduler.relay.cool","https://ta-goldmine-scheduler.auth.us-east-2.amazoncognito.com/login?client_id=2d10sk2grpssp8vlm43eqt5851&redirect_uri=https%3A%2F%2Fold.goldmine-scheduler.relay.cool%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=gTygb3%2FmoJY9pWDiZtXPJxN7Z2lzcpDz709NkR5p7eDc53ugIeyMWZJi2jJ3zTm9dxV%2FUuviyXRZwtVlMceShLCim1%2Fh7dqrdgPW8cADpieAJNg3sYJrHzX5AirdspwhHqKl1zO7hnjmVGMxtma2%2BJVUbQZfDWYM%2FIh0QFWApc1cI9uSa%2BaHyD%2FSreq2sDBclJOu6LWJzew%3D","200","OK"
"goldmine-targeting-tool.relay.cool","https://ta-goldmine-scheduler.auth.us-east-2.amazoncognito.com/login?client_id=1n482u4nf4a61spj324t076830&redirect_uri=https%3A%2F%2Fgoldmine-targeting-tool.relay.cool%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=HIAZR08j7schC0XmpHPFPWmIziYGSbPj20719ilDU0olT6CZkDaPUwaj%2BS%2F7AwAjNI8zBJl0qZBY7mTiOdmlSNcO%2FKzy6m5BPanDUX3EUblAf4Sk41Xyf7fIjHE%2FuGyUhkImKbS6pCbXi6PgNNt1jjCKlVoGUEWMESxJldKILDoqn%2BJZ9oz1VOjd8xjwNZVUkhA8oYr3DYM%3D","200","OK"
"ml-tool.relay.cool","https://ml-tool.auth.us-east-2.amazoncognito.com/login?client_id=25utrbo1it8a7896nasglqlphv&redirect_uri=https%3A%2F%2Fml-tool.relay.cool%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=p%2BJu6MC2DcDvIMNFCwC%2FHH4dSn1vRYyAPGzOifPddiP1dfqpeSkTP8rB8gL5EFo4uFYwIx54IV0bVF5YpZskT4V1%2BVgdR9pTeI72FukFSoLeUSOdb3v7jVH3bY3Q3HKxiKnd5xj15k0M7RRyYCnfCHR8LWp11oqtk1EPyGVrhjl6Dlg%2FlzppG6GlgG%2BOKAYayKbLj87Xn9w%3D","200","OK"
"sonarqube.relay.cool","https://sonarqube.relay.cool/","200",""
"superset.relay.cool","https://accounts.google.com/o/oauth2/auth?response_type=code&client_id=805222329300-h36pqg12ci40d7csm8m6f5nr97larvkj.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Fsuperset.relay.cool%2Foauth-authorized%2Fgoogle&scope=openid+email+profile&state=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.e30.hWGR5YesORPlyefkZXcBn82CiiJ02rNFqIPuemGVEnU&nonce=DPWJTPaB3by5IGhip7QQ","200","OK"
"dev.xenforo.relay.cool","https://dev.xenforo.relay.cool/index.php","200","OK"
"dbasupport.com","https://www.dbasupport.com/forums/","200","OK"
"email.mg.dbasupport.com","https://email.mg.dbasupport.com/","200","OK"
"softwarecritic.com","https://softwarecritic.com/","200","OK"
"demandfest.tech","https://demandfest.tech/","200","OK"
"eweek.com","https://www.eweek.com/","200","OK"
"e-newsletters.eweek.com","https://e-newsletters.eweek.com/","200","OK"
"em.eweek.com","https://em.eweek.com/","200","OK"
"g.eweek.com","https://g.eweek.com/","200","OK"
"go.eweek.com","https://app-ab29.marketo.com/homepage/login","200","OK"
"mobile.eweek.com","https://www.eweek.com/","200","OK"
"q.eweek.com","https://q.eweek.com/","200","OK"
"researchcenter.eweek.com","https://researchcenter.eweek.com/research-center","200","OK"
"www.test.eweek.com","https://www.eweek.com/","200","OK"
"www.eweek.com","https://www.eweek.com/","200","OK"
"developer.com","https://www.developer.com/","200","OK"
"e-newsletters.developer.com","https://e-newsletters.developer.com/","200","OK"
"em.developer.com","https://em.developer.com/","200","OK"
"go.developer.com","https://app-ab29.marketo.com/homepage/login","200","OK"
"jars.developer.com","https://jars.developer.com/","200","OK"
"mobile.developer.com","https://www.developer.com/","200","OK"
"www.developer.com","https://www.developer.com/","200","OK"
"4guysfromrolla.com","http://www.4guysfromrolla.com/","200","OK"
"www.4guysfromrolla.com","https://www.4guysfromrolla.com/","200","OK"
"g.cioinsight.com","https://g.cioinsight.com/","200","OK"
"itbusinessedge.com","https://www.itbusinessedge.com/","200","OK"
"cliff.itbusinessedge.com","https://cliff.itbusinessedge.com/","200","OK"
"mobile.itbusinessedge.com","https://www.itbusinessedge.com/","200","OK"
"email.news.itbusinessedge.com","https://email.news.itbusinessedge.com/","200","OK"
"mail.nl.itbusinessedge.com","https://mail.nl.itbusinessedge.com/","200","OK"
"email.promo.itbusinessedge.com","https://email.promo.itbusinessedge.com/","200","OK"
"wall.itbusinessedge.com","https://wall.itbusinessedge.com/","200","OK"
"www.itbusinessedge.com","https://www.itbusinessedge.com/","200","OK"
"enterprisenetworkingplanet.com","https://www.enterprisenetworkingplanet.com/","200","OK"
"mobile.enterprisenetworkingplanet.com","https://www.enterprisenetworkingplanet.com/","200","OK"
"www.enterprisenetworkingplanet.com","https://www.enterprisenetworkingplanet.com/","200","OK"
"datamation.com","https://www.datamation.com/","200","OK"
"mobile.datamation.com","https://www.datamation.com/","200","OK"
"www.datamation.com","https://www.datamation.com/","200","OK"
"g.migrationexpertzone.com","https://g.migrationexpertzone.com/","200","OK"
"eweekuk.com","https://www.eweekuk.com/","200","OK"
"www.eweekuk.com","https://www.eweekuk.com/","200","OK"
"techproresearch.com","https://www.techrepublic.com/premium/","200","OK"
"enews.techproresearch.com","https://enews.techproresearch.com/ems/auth/login/","200","OK"
"secure.techproresearch.com","https://www.techrepublic.com/premium/","200","OK"
"www.techproresearch.com","https://www.techrepublic.com/premium/","200","OK"
"technologyresourcelibrary.com","https://www.techrepublic.com/","200","OK"
"techrepublic.com","https://www.techrepublic.com/","200","OK"
"flashkit.com","https://flashkit.com/","200","OK"
"board.flashkit.com","https://board.flashkit.com/board/","200","OK"
"www.board.flashkit.com","https://www.board.flashkit.com/","200","OK"
"email.mg.flashkit.com","https://email.mg.flashkit.com/","200","OK"
"www.flashkit.com","https://www.flashkit.com/","200","OK"
"forums.codeguru.com","https://forums.codeguru.com/","200","OK"
"email.mg.codeguru.com","https://email.mg.codeguru.com/","200","OK"
"sharkyforums.com","https://www.sharkyforums.com/","200","OK"
"email.mg.sharkyforums.com","https://email.mg.sharkyforums.com/","200","OK"
"www.sharkyforums.com","https://www.sharkyforums.com/","200","OK"
"justlinux.com","https://forums.justlinux.com/","200","OK"
"forums.justlinux.com","https://forums.justlinux.com/","200","OK"
"email.mg.justlinux.com","https://email.mg.justlinux.com/","200","OK"
"www.justlinux.com","https://forums.justlinux.com/","200","OK"
"webopedia.com","https://www.webopedia.com/","200","OK"
"mobile.webopedia.com","https://www.webopedia.com/","200","OK"
"www.webopedia.com","https://www.webopedia.com/","200","OK"
"channelinsider.com","https://www.channelinsider.com/","200","OK"
"g.channelinsider.com","https://g.channelinsider.com/","200","OK"
"spinup.channelinsider.com","https://spinup.channelinsider.com/","200","OK"
"www.channelinsider.com","https://www.channelinsider.com/","200","OK"
"enterprisestorageforum.com","https://www.enterprisestorageforum.com/","200","OK"
"mobile.enterprisestorageforum.com","https://www.enterprisestorageforum.com/","200","OK"
"www.enterprisestorageforum.com","https://www.enterprisestorageforum.com/","200","OK"
"thechannelinsider.com","https://www.thechannelinsider.com/","200","OK"
