TestID,TestType,Paused,WebsiteName,WebsiteURL,ContactGroup,CheckRate,Timeout,UseJar,WebsiteHost,PostBody,PostRaw,CustomHeader,SiteIP,DNSIP,DNSServer,BasicUser,StatusCodes,NodeLocations,FindString,IncludeHeader,DoNotFind,Port,TriggerRate,Confirmation,UserAgent,EnableSSLWarning,FullTest,CustomMessage,SubjectLine,SenderAddress,FollowRedirect,FinalEndpoint
5407064,HTTP,0,project-management.com/top-10-project-management-software/,https://project-management.com/top-10-project-management-software/,172748,300,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,1,2,,0,0,,,,1,
5410883,HTTP,0,webopedia.com,webopedia.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410884,HTTP,0,esecurityplanet.com,esecurityplanet.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410885,HTTP,0,datamation.com,datamation.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410886,HTTP,0,enterprisestorageforum.com,enterprisestorageforum.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410887,HTTP,0,eweek.com,eweek.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410888,HTTP,0,itbusinessedge.com,itbusinessedge.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410889,HTTP,0,serverwatch.com,serverwatch.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410890,HTTP,0,enterprisenetworkingplanet.com,enterprisenetworkingplanet.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410891,HTTP,0,enterpriseappstoday.com,enterpriseappstoday.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410892,HTTP,0,smallbusinesscomputing.com,smallbusinesscomputing.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410893,HTTP,0,codeguru.com,codeguru.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410894,HTTP,0,htmlgoodies.com,htmlgoodies.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410895,HTTP,0,devx.com,devx.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410896,HTTP,0,developer.com,developer.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410897,HTTP,0,databasejournal.com,databasejournal.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410898,HTTP,0,vbforums.com,vbforums.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410899,HTTP,0,linuxtoday.com,linuxtoday.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410900,HTTP,0,flashkit.com,flashkit.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410901,HTTP,0,sqlcourse.com,sqlcourse.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410902,HTTP,0,sqlcourse2.com,sqlcourse2.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410903,HTTP,0,baselinemag.com,baselinemag.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410904,HTTP,0,cioinsight.com,cioinsight.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410905,HTTP,0,channelinsider.com,channelinsider.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410906,HTTP,0,freevbcode.com,freevbcode.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410907,HTTP,0,jguru.com,jguru.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410908,HTTP,0,linuxplanet.com,linuxplanet.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410909,HTTP,0,antionline.com,antionline.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410910,HTTP,1,linux-mag.com,linux-mag.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410911,HTTP,0,sysopt.com,sysopt.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410912,HTTP,0,infostor.com,infostor.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410913,HTTP,0,internetnews.com,internetnews.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410914,HTTP,0,itsmwatch.com,itsmwatch.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410915,HTTP,0,enterprisemobiletoday.com,enterprisemobiletoday.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410916,HTTP,0,itchannelplanet.com,itchannelplanet.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410917,HTTP,1,eseminarslive.com,eseminarslive.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410918,HTTP,1,migrationexpertzone.com,migrationexpertzone.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410919,HTTP,0,4guysfromrolla.com,4guysfromrolla.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410920,HTTP,1,whitepaperfinder.com,whitepaperfinder.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5410921,HTTP,0,dbasupport.com,dbasupport.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5433032,HTTP,0,pmhut.com/,https://pmhut.com/,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,1,2,,0,0,,,,1,
5433034,HTTP,0,project-management.com/,https://project-management.com,172748,900,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,0,2,,0,0,,,,1,
5613888,HTTP,0,sharkyforums.com,http://sharkyforums.com,172748,900,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5613890,HTTP,0,windrivers.com,windrivers.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5613891,HTTP,0,virtualdr.com,virtualdr.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5613892,HTTP,0," justlinux.com",justlinux.com,172748,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,2,2,,0,0,,,,1,
5670667,HTTP,0,relay.cool,https://relay.cool,170179,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,0,2,,0,0,,,,1,
5710239,HTTP,0," M3","https://m3.technology.marketing/ams/account/login ",170179,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",HRSM1,,0,0,0,1,2,,0,0,,,,1,
5710240,HTTP,0," AQD","https://aqueduct.technologyadvice.com/login ",170179,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",HRSM1,,0,0,0,1,2,,0,0,,,,1,
5917762,HTTP,0,technologyadvice.com,https://technologyadvice.com,170179,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,0,2,,0,0,,,,1,
5939028,HTTP,0,https://solutions.technologyadvice.com/solutions-overview/,https://solutions.technologyadvice.com/solutions-overview/,170179,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,0,2,,0,0,,,,1,
6143456,HTTP,0,advicebrands.com,https://advicebrands.com/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143457,HTTP,0,avanimedia.com,https://avanimedia.com/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143458,HTTP,0,project-management.com/houston-project-management-jobs-careers-for-project-managers,https://project-management.com/houston-project-management-jobs-careers-for-project-managers/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143459,HTTP,0,cfoadvice.co,https://cfoadvice.co/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143460,HTTP,0,cmoadvice.co,https://cmoadvice.co/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143461,HTTP,0,project-management.com/top-5-crm-management-software,https://project-management.com/top-5-crm-management-software/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143462,HTTP,0,ctoadvice.co,https://ctoadvice.co/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143463,HTTP,0,project-management.com/top-10-mac-project-management-tools,https://project-management.com/top-10-mac-project-management-tools/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143464,HTTP,0,customeradvice.co,https://customeradvice.co/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143465,HTTP,0,project-management.com/top-10-database-application-builders-for-creating-your-own-pm-tool,https://project-management.com/top-10-database-application-builders-for-creating-your-own-pm-tool/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143466,HTTP,0,demandfest.tech,https://demandfest.tech/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143467,HTTP,0,www.eweekuk.com,https://www.eweekuk.com/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143469,HTTP,0,project-management.com/calendar-software,https://project-management.com/calendar-software/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143470,HTTP,0,hradvice.co,https://hradvice.co/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143471,HTTP,0,www.hugedomains.com/domain_profile.cfm,https://www.hugedomains.com/domain_profile.cfm?d=itbusinessguide&e=com,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143472,HTTP,0,managementadvice.co,https://managementadvice.co/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143473,HTTP,0,project-management.com/top-3-software-alternatives-to-basecamp,https://project-management.com/top-3-software-alternatives-to-basecamp/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143474,HTTP,0,project-management.com/top-5-project-management-podcast-sites,https://project-management.com/top-5-project-management-podcast-sites/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143475,HTTP,0,project-management.com/task-management-software,https://project-management.com/task-management-software/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143476,HTTP,0,project-management.com/top-5-project-management-training-sites,https://project-management.com/top-5-project-management-training-sites/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143477,HTTP,0,project-management.com/top-10-main-causes-of-project-failure,https://project-management.com/top-10-main-causes-of-project-failure/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143478,HTTP,0,salesadvice.biz,https://salesadvice.biz/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143479,HTTP,0,securityadvice.co,https://securityadvice.co/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143480,HTTP,0,softwarecritic.com,https://softwarecritic.com/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143481,HTTP,0,www.techrepublic.com,https://www.techrepublic.com/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143482,HTTP,0,www.techrepublic.com/premium,https://www.techrepublic.com/premium/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143484,HTTP,0,www.thechannelinsider.com,https://www.thechannelinsider.com/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143485,HTTP,0,project-management.com/top-5-pm-software-with-dynamic-gantt-charts,https://project-management.com/top-5-pm-software-with-dynamic-gantt-charts/,238169,60,40,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,,0,4,5,,0,0,,,,0,
6143493,HTTP,0,m3.technology.marketing/ams/account/login,https://m3.technology.marketing/ams/account/login,238169,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,0,2,,0,0,,,,1,
6143494,HTTP,0,techadv.co,https://techadv.co/,238169,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,0,2,,0,0,,,,1,
6146483,HTTP,0,softwarepundit.com,softwarepundit.com,238169,60,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,0,2,,0,0,,,,1,
6154884,HTTP,0,project-management.com/basecamp-alternatives-pros-and-cons,https://project-management.com/basecamp-alternatives-pros-and-cons/,238169,300,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,0,2,,0,0,,,,1,
6154922,HTTP,0,intellidemand.com,http://intellidemand.com/,238169,900,15,0,,,,,,,,,"204,205,206,303,400,401,403,404,405,406,408,410,413,444,429,494,495,496,499,500,501,502,503,504,505,506,507,508,509,510,511,521,522,523,524,520,598,599",,,0,0,0,0,2,,0,0,,,,1,
